笔记标题,笔记链接,用户ID,用户名,头像链接,IP属地,笔记发布时间,笔记收藏数量,笔记评论数量,笔记点赞数量,笔记转发数量,笔记内容
本地人写给想去绍兴的姐妹🔥超全避雷攻略,https://www.xiaohongshu.com/explore/67c172d1000000001203f0b7?xsec_token=ABSqNMK6zgd1i5eBOe2HRRuZVDNi1s8yMN9N_dMjTWnss=&xsec_source=pc_feed,6503bde100000000120075ca,番茄游记,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo313dgf2fm12d05p83nngkgtea8i9tacg,未知,2025.03.01,6702,178,5627,3474,Hey各位小伙伴们～👋我是🍅作为一个土生土长的绍兴人这次给大家分享一下我的家乡“绍兴”真江南，还得看绍兴～准备来绍兴的宝子们快快收藏下来~-✅【推荐游玩路线】沈园➡鲁迅故里➡书圣故里➡东湖➡兰亭-✅【美食推荐】✔绍兴黄酒✔黄酒奶茶✔黄酒棒冰✔绍兴臭豆腐✔绍兴三臭✔茴香豆✔梅干菜饼-✅【交通指南】具体可看图5-✅【住宿推荐】具体可看图6-✅【避雷指南】具体可看图7-#绍兴旅行[话题]# #绍兴美食[话题]# #绍兴旅游攻略[话题]# #旅游攻略[话题]# #周末去哪玩[话题]# #鲁迅故里[话题]# #江浙沪周边游[话题]##绍兴旅行[话题]# #绍兴美食[话题]# #绍兴旅游攻略[话题]# #旅游攻略[话题]# #周末去哪玩[话题]# #鲁迅故里[话题]# #江浙沪周边游[话题]# #绍兴吃喝玩乐[话题]# #绍兴citywalk[话题]# #绍兴美食推荐[话题]# #绍兴[话题]# #江浙沪旅行[话题]# #打卡[话题]# #旅游[话题]##假期怎么过[话题]# #游玩攻略[话题]# #一个人的旅行[话题]# #出去玩[话题]# #穷游攻略[话题]# #城市周边游[话题]#
先出发再说｜央视评为的最有年味古镇超绝！,https://www.xiaohongshu.com/explore/678091ad0000000020025ef3?xsec_token=ABKyt4VqgONmq2em_-8ERNQbNK3Zi7aPVoG_YsP3i75a8=&xsec_source=pc_feed,608ecd14000000000100460a,小姚的美好生活,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30p03q22mjm6g5o4epka08hgashs7lho,未知,2025.01.10,756,19,826,972,江南水乡看绍兴，烟火年味看安昌安昌古镇多次被央视评为蕞有年味的古镇！不同于其他古镇，这里还保留着原生态~满眼的腊肠、酱鸭处处洋溢着年味与烟火气很适合一日游吃个饭坐坐在腊月期间旅行来这，可以感受很热闹的年味	📍位置：浙江省绍兴市柯桥区安华北路🎫门票：免费⌚开放时间：全天⏰游玩时间：一天🚗自驾：杭州出发1h直达	🌈游玩路线正大门进入➡️清风第一廊➡️城隍殿➡️穗康钱庄➡️石雕馆➡️绍兴宣卷馆➡️师爷馆➡️安昌民俗风情馆➡️安康寺➡️仁昌酱园➡️中国银行旧址	🏮新年古镇有品腊味+尝百草中医+听书+绍剧表演+说书+大书，2025年1月/11/12/18/19/25日，2025年1月30日一2月4日、2月12日汇集浙江各地记忆中的童年地道美食小摊，在现场还有和中医院开展中医问诊和养生集市，还有大书表演，绍兴特色表演，师爷说书。	1️⃣喜事+祝福大典，1月25日大家都非常喜欢的明制婚礼，走花路，重现古代的婚礼流程。2️⃣非遗（大年初一）1月29日水龙喷水，是第五批非物质文化遗产的古老仪式。3️⃣2月2号+2月5号城隍庙会，蕞隆重的就数这个活动，一定要参加！4️⃣福愿集·安昌古镇通关文牒+年味版画12月30日至2月12日，在游客中心广场每日提供限量免费领取安昌古镇通关文牒。可以在通关文牒上盖上专属当地非遗和民俗精美印章。5️⃣闹元宵（吃汤圆猜灯谜放河灯）2月12日，在广场分发汤圆，同时在廊桥悬挂灯谜，答对的朋友可以在游客中心广场领取，还会有河灯相送~	💟游玩攻略1️⃣5点多亮灯特别好看，加上水汽烟雾缭绕的感觉特别美！2️⃣乌篷船：单趟20分钟左右，3人/船，40元/船！3️⃣南北老街：建议可以走到末端人少的地方可以真正感受水乡江南~4️⃣围炉煮茶：中间段比较多，价格也烧贵，后半段价格会便宜二三十！	🌟美食攻略1️⃣腊肠和酱油：仁昌酱园可以进去参观一下，免费！2️⃣腊味串：很多家有，热腾腾的冒热气，很诱人3️⃣有趣的小摊贩：在河边的廊棚下，有扯白糖、箍桶、做布鞋的老手艺人4️⃣孝王店酒酿馒头：比较火需要排队购买，非物质文化遗产5️⃣特色小吃糕点：安昌方印糕、黄酒棒冰、南瓜花、糯米蛋、腊肠、腊肉、鹅喜蛋、臭豆腐、桂花酒酿	#先出发再说[话题]# #不为打卡的旅行[话题]# #出发就是最好的计划[话题]# #镜头里的年味[话题]# #过年氛围感拉满[话题]# #年的味道越来越近[话题]# #安昌古镇[话题]# #旅行推荐官[话题]# #游玩攻略[话题]# #古镇[话题]#
,https://www.xiaohongshu.com/explore/68048442000000000d017755?xsec_token=ABzPnZo9rZZt_9kvYE45eUjfHN3CUxlaXTFx_pHfBcOkg=&xsec_source=pc_feed,63feec72000000001f032dd4,入画山河,https://sns-avatar-qc.xhscdn.com/avatar/63ff2e436c33f48c7de4996a.jpg,浙江,2025.04.20,3,2,6,2,“你一句春不晚 我就到了真江南”，我觉得安昌的清晨更适合打卡。#旅行[话题]#  #治愈系风景[话题]#   #安昌古镇[话题]#  #江南水乡[话题]#  #绍兴[话题]#  #小桥流水人家[话题]#  #江南水乡美如画[话题]#  #最美古镇[话题]#
绍兴古镇篇｜安昌古镇vs柯桥古镇,https://www.xiaohongshu.com/explore/669d31ac000000000a02715f?xsec_token=ABUCJ_iXarZ3EVemCEoAcMyOZ8ZbfD9rqaSJpJJgWlmt8=&xsec_source=pc_feed,5de06e05000000000100baf4,难得真性情,https://sns-avatar-qc.xhscdn.com/avatar/611a0327f4590e166f657204.jpg,未知,2024.07.22,627,65,709,673,都在柯桥区 且这俩地方离🉐不是很远 可以一起打卡都不太大 建议游玩时间1-2h 挑个周末时间一天足矣	📍安昌古镇：白天最佳➡️下午时段最好 很出片也很逛保留了江南水乡的古朴与温情 比较有烟火气推荐美食：酒酿馒头、南瓜花、印糕	📍柯桥古镇：夜晚最佳➡️夜游有灯光秀投影 非常精彩后造的商业化古镇 晚上会有点市集 比较热闹点吧推荐美食：寻宝记、围炉煮茶	整体来说如果想要拍照出片其实安昌古镇更好一点也比较具有烟火气息 小吃价格都很实惠	#最美古镇攻略[话题]# #一日游[话题]# #杭州周边游[话题]# #江浙沪[话题]# #绍兴旅行[话题]# #安昌古镇[话题]# #柯桥古镇[话题]# #周末去哪儿[话题]# #人间烟火[话题]# #游记[话题]#
🌟 你去过绍兴的安昌古镇吗？,https://www.xiaohongshu.com/explore/67f21a88000000001c00513a?xsec_token=ABJ0S15QuZA3iwBy-OM7qtuslFXfczzwuSOW_RrQ6VH2g=&xsec_source=pc_feed,658c354d000000002200158a,汤米地图（Tommoys map）,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31dnd9jbr0k6g5pcc6l6og5canf08fmg,江苏,2025.04.06,0,1,5,1,📜 历史篇：北宋烟火，明清重生	安昌古镇的传奇始于北宋，距今已有千年！这里最初是江南水运的重要节点，商贾云集。	可惜战火无情，古镇多次被焚毁，但就像凤凰涅槃，明清时期它又被重建，保留了最原汁原味的江南水乡风貌。[派对R]	如今的石板路、乌篷船、老宅院，都是时光的“活化石”。	“碧水贯街千万居，彩虹跨河十七桥。”[红书R]	杭州出发1小时直达，高铁到绍兴北站打车20分钟就到！游玩下来大概5个小时。	﻿#先出发再说[话题]#﻿ ﻿#城市达人计划[话题]#﻿ ﻿#交换春天[话题]#﻿ ﻿#小朋友的春游日记[话题]#﻿ ﻿#小红书游学团[话题]#﻿ ﻿#好朋狗的春日冒险[话题]#﻿ ﻿#要春游更要村游[话题]#﻿ ﻿#绍兴[话题]#﻿ ﻿#安昌古镇[话题]#﻿ ﻿@专业号助手﻿ ﻿@地图薯﻿ ﻿@摄影薯﻿ ﻿@生活薯﻿ ﻿@走走薯﻿ ﻿@小红书创作学院 creator academy﻿ ﻿@薯管家﻿ ﻿@城市情报官﻿ ﻿@人文薯﻿ ﻿@知识薯﻿
小桥流水中的烟火人间|安昌古镇半日游,https://www.xiaohongshu.com/explore/6764287f000000000900f900?xsec_token=ABlBq4Bj6GUG7uikQDMlLFzkw3kymU5pSWndiu--8PT2k=&xsec_source=pc_feed,63f0715900000000140113bf,🐢,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30mtd8n7b4m6g5ovge5cl24tvh011ap0,未知,2024.12.19,23,4,27,27,[一R]交通🚙自驾🚗：古镇内有两个停车场，停车很方便动车🚅：直达绍兴北站，距离安昌古镇仅6公里地铁🚇：乘绍兴地铁1号线坐到越州大道站，再转香林号公交专线	[二R]开放时间🕒24h不打烊✨	[三R]门票🎫[种草R]大门票：完全免费！[种草R]6景点联票：成人50元，儿童/老人/学生票30元🎟包含景点：石雕馆、穗康钱庄、城隍殿、中国银行旧址、安昌民俗风情馆、师爷馆使用时间：08:30-16:30对历史文化感兴趣的小伙伴可购买联票，只想闲逛和品尝美食的小伙伴可以省啦！	[四R]美食推荐🍜主食：师爷馄饨、酒酿馒头，馄饨还不错，酒酿馒头很松软~ 🥣小吃：推荐萝卜丝饼、臭豆腐，外酥里嫩，香气扑鼻😋糕点：推荐安昌印糕、扯白糖、南瓜花，软糯可口，甜而不腻。古镇里有很多卖糕点的店铺，可根据自己的喜好购买 🍰酱货：推荐腊肠，肉很实。古镇内还有很多酱货店，腊肉、腊鹅、腊鸭、腊鹌鹑等各种酱货均有售卖🍖特色体验：黄酒奶茶、酱油冰淇淋、黄酒棒冰。黄酒味不重的，可以尝试🥤	[五R]游玩打卡📸🚣‍♀乘坐乌篷船，穿梭在古镇的河道中，感受江南水乡🧂  探访仁昌酱园，了解古镇的酱文化，品尝地道的酱制品🍵围炉煮茶，与三两好友在古镇的角落享受悠闲的时光	[六R]游玩小记安昌古镇像是画卷里的小桥流水人家，景致很有江南水乡的韵味，熙熙攘攘的人群和琳琅满目的货品，让古镇充满了人间烟火气。古镇不大，是沿河两岸铺展成的一条老街，走走停停大约一个小时就能逛完。脚下铺着的石板路，两旁的古宅多为保存完好的原生态建筑。在这里，几乎家家户户都制作晾晒酱货，行走其间，能闻到空气中弥漫着腊肠、酱鸭的香气。还有许多卖糕点、黄酒、手工艺品的小店，价格不贵，可以尽情挑选。可以过了午后三点来，此时人群就渐渐少了，晚上会亮灯，夜景也很美。在古镇里，适合放慢脚步游览，或是悠哉游哉地闲逛，或是坐在河畔品茶赏景，享受一段不被打扰的悠然时光。	#安昌古镇[话题]##古镇攻略[话题]# #美食[话题]#
"至今为止,我最喜欢的城市出现了...",https://www.xiaohongshu.com/explore/669e767c000000002701e783?xsec_token=ABR68BSvZbMeOpnCD7snXN51zrmNOUu_uJFFoL6Qnky7Q=&xsec_source=pc_feed,65ae2755000000000d03c7e1,夏令营乐园🎡,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo310jts4hv6c1g5pde4tajfhv1ct7apio,未知,2024.07.22,40,8,65,7,👣 踏入绍兴，仿佛穿越千年，古色古香，韵味悠长。这里是鲁迅的故乡，王羲之的墨香之地，一场说走就走的文化之旅等你来探！📍 定位：浙江省绍兴市🚅 高铁：绍兴北站🚗 自驾：便捷抵达，古城内推荐步行或骑行.👣【绍兴游玩路线攻略】D1：鲁迅故里-沈园-仓桥直街（美食探索）D2：东湖泛舟-兰亭寻墨-安昌古镇（夜游乌篷船）.📸【必打卡景点】🔸 鲁迅故里：从百草园到三味书屋，感受文学巨匠的童年足迹，黄酒与茴香豆不可错过。🔸 沈园：夜游沈园，聆听陆游与唐婉的凄美爱情，精致演出让人沉醉。🔸 东湖：乘一叶扁舟，穿梭于山水盆景间，体验82版《西游记》取景地的魅力。🔸 兰亭：探访书圣王羲之的圣地，品味《兰亭序》的千古绝唱，静享竹林清幽。🔸 安昌古镇：夜幕降临时，乘乌篷船游古镇，体验最纯粹的江南水乡风情。.🏨【住宿推荐】🔸 选择鲁迅故里或城市广场周边的连锁酒店，性价比高，出行便利。.💡Tips：绍兴美食众多，仓桥直街是吃货的天堂，生醉蟹、臭豆腐等不容错过。提前预约热门景点，如鲁迅故里，避免排队等待。漫步古城，不妨尝试一次乌篷船体验，感受水乡的独特韵味。#绍兴旅游[话题]##杭州周边游[话题]##一个人旅游[话题]##鲁迅故居[话题]##江浙沪[话题]##文学[话题]##绍兴美食[话题]##绍兴一日游[话题]##旅游攻略[话题]##因为一本书去了一座城[话题]##迷你营[话题]##笔记灵感[话题]#
太好逛啦❗来绍兴必逛的年味古镇｜附路线,https://www.xiaohongshu.com/explore/67908666000000001800e080?xsec_token=ABNgPCdpLgtBhQ7KktO2UsHH1Tgkp2f4RIvUW6HHmLdNA=&xsec_source=pc_feed,56bd2be3e4251d74607a9d16,西瓜头柚柚呀,https://sns-avatar-qc.xhscdn.com/avatar/640212d258ad7ad7bb64b49f.jpg,未知,2025.01.22,662,39,496,328,我在家乡当游客之“安昌古镇”~🏮不亏是被央视力荐的年味免费古镇~🀄️这里满是年货，各种腊味芳香扑鼻~🧨这里人来人往，满是古镇的烟火气~今年我们又带小朋友来打卡啦，吃了腊味，买了腊味......比起去年这里翻新了不少，水也更清了~好多地方都很出片~🗺️收好详细路线图！-🌟具体打卡路线：杭州出发40分钟➡️安昌古镇1号停车场➡️安昌桥➡️高桥➡️游船码头➡️城隍殿➡️师爷馄饨➡️天官第文创园➡️师爷馆➡️民俗风情馆➡️中国银.行旧址➡️仁昌酱园➡️高桥➡️停车场-🌟游玩温馨提示：🔸坐乌篷船（单程）：非节假日💰65/趟，节假日80/趟（每趟限3人-含怀抱小宝宝）🔸免费景点：仁昌酱园、天官第、师爷戏台...🔸收费景点（💰50/人-8个景点）：师爷馆、石雕馆、民俗风情馆...🔸关于年货：我们差不多每年都去，买一些酱味自己吃和送人，个人感觉前街比较大的几家店的东西比较好❗而说到合适的伴手礼，🎁必须提一下Lotus Biscoff 和情焦糖饼干，🇧🇪比利时进口品牌，特别是他们家今年的新春银来红运礼盒很精致，❤️红红火火真的很适合送人~而我们现在出门也经常带上几包，独立包装很适合懒人~口感上酥酥脆脆，小朋友很爱吃，关键配料也很干净，浓郁焦糖香搭配上牛奶，一整个绝了~建议宝子们一定要试试！🔸小吃打卡：师爷馄饨、安昌印糕、南瓜花、各种腊味串（腊肠、酱鸭等）、酒酿奶茶、玫瑰酒酿馒头、臭豆腐、萝卜丝饼、龙须糖、绿豆糕、藕粉酥...🔸关于土菜馆：大部分都差不多，大家可以看了菜单问了价格再考虑是否进去吃~🔸后街有很多围炉煮茶店，人少安静很适合坐下来感受~-🌟周边游玩点：🔸柯岩鉴湖景区🔸兜率天宫🔸柯桥古镇🔸昂桑湖古纤道-我是柚柚妈妈，🐷我分享更多游玩攻略~#我在家乡当游客[话题]##新年旅行第一站[话题]##做一次精神村民[话题]##不早起旅行日记[话题]##反向旅行出门溜溜[话题]##LotusBiscoff和情缤咖时[话题]##比利时进口饼干[话题]##年货必备[话题]##我家市集好好逛[话题]##带爸妈反向过年[话题]##先出发再说[话题]##出发就是最好的计划[话题]##来中国就要这样玩[话题]##chinatravel[话题]##shaoxing[话题]##安昌古镇[话题]##安昌古镇美食[话题]#
说起江南，绍兴在我心中没有平替！,https://www.xiaohongshu.com/explore/67dcbd56000000001b03837c?xsec_token=ABAEVK-6rCUnpg2TgVZOV1nMgTgBks_zBXPFLvI2atb_U=&xsec_source=pc_feed,66792596000000000d02428c,井井旅游,https://sns-avatar-qc.xhscdn.com/avatar/ff73242f-5d78-3773-b2b7-83756fc1ea72,未知,2025.03.22,306,17,199,143,🍃【绍兴必去の8大神仙地】1️⃣ 兰亭·竹林秘境“崇山峻岭，茂林修竹”🌿 王羲之笔下的《兰亭序》照进现实！曲水流觞、青竹掩映，穿汉服来拍一组魏晋风大片！2️⃣ 鲁迅故里·课本照进现实“从百草园到三味书屋”📖 摸一摸鲁迅刻“早”字的课桌，吃一根黄酒棒冰，童年记忆瞬间复活！3️⃣ 书圣故里·水墨画里的烟火气“飘着墨香的江南老街”🖌️ 王羲之故居的书法墙、老爷爷的乌篷船、巷口的臭豆腐摊，一半诗意一半烟火！4️⃣ 东湖·悬崖下的江南“乘乌篷船穿越千年”🚣 86版《西游记》同款取景地！摇橹声里穿过百米悬崖，武侠感拉满～5️⃣ 八字桥·活着的南宋“中国最早的立交桥”🌉 没有商业化的原始水乡，阿婆在河边浣衣，老猫在屋檐打盹，时光仿佛停驻。6️⃣ 安昌古镇·腊味飘香的年味“挂满酱鸭腊肠的烟火长廊”🦆 坐乌篷船喝黄酒，买一包酱鹌鹑，这才是江南冬天的正确打开方式！7️⃣ 㹧犭茶湖·避世级日落“连本地人都不知道的宝藏湖”🌅 明代古避塘绵延数里，白鹭掠过水面，黄昏美得像莫奈油画！8️⃣ 大禹开元·免费古村秘境“住进明清古村落里！”🏮（重点推荐‼️）白墙黛瓦、小桥流水，凌霄花爬满院墙，人少景美狂出片！ 🚶【3天2夜懒人路线】DAY1：穿越千年书圣故里→八字桥→仓桥直街→夜宿大禹开元（免费拍古风大片！）DAY2：大师足迹鲁迅故里→东湖乌篷船→㹧犭茶湖追日落DAY3：诗与远方兰亭竹林品茶→安昌古镇买腊味→返程⚠️【避坑指南】🔸 鲁迅故里&兰亭记得提前GZH预约！🔸 乌篷船选东湖或安昌古镇，性价比更高～🔸 黄酒棒冰认准“红标”款！仓桥直街的奶油小攀齁甜慎买！🔸 穿舒服的鞋！绍兴石板路走得怀疑人生…📅【最佳旅游时间】✅ 3-5月：兰亭竹海听雨，东湖泛舟赏樱✅ 9-11月：秋染古桥，桂花香满城✅ 12-2月：安昌腊味年货节，水乡灯笼映雪 “总要去一趟绍兴吧～摇橹船穿过南宋的石桥，黄酒香晕染墨色的巷弄，这才是中国人骨子里的江南啊！”💌 #绍兴旅游[话题]# #周末去哪儿[话题]# #江浙沪旅游[话题]# #绍兴旅游攻略[话题]#
说起江南，绍兴在我心中没有平替！！,https://www.xiaohongshu.com/explore/66dada030000000025031ce0?xsec_token=ABMFLSkrPfCyWFRX3XCOVZwEsT70mn6iJkNpq-zbrNm2I=&xsec_source=pc_feed,55fba9223397db757ad96a87,POP学长,https://sns-avatar-qc.xhscdn.com/avatar/61892c6ec64543ae803f0aa1.jpg,未知,2024.09.06,4164,236,3624,2869,·“有骨的江南当看绍兴”看遍了浙苏皖，回头再说起江南绍兴是唯一一个还会让我心动的城市白墙黛瓦，乌篷摇曳一半烟火一半诗书尽显这座古城的风骨与柔情整理2天1晚游玩攻略很适合江浙沪周末出游~·🚶【我的2天行程】Day❶昂桑湖-鲁迅故里-青藤书屋-仓桥直街-府山公园-西小路-孑民图书馆-书圣故里-八字桥Day❷东湖-兰亭-安昌古镇-返程·📷【游玩介绍】1️⃣昂桑湖建于明代的古纤道，距离绍兴北站很近，建议第一站就去这里。想航拍同角度，建议晴天早上去，顺光真的很蓝。2️⃣鲁迅故里从百草园到三味书屋，读先生写的书，走先生行过的路，感受先生笔下的江南。3️⃣仓桥直街窄窄的青石板路，充满烟火气，可以买到各种文创和特色小吃，打卡Q版鲁迅。4️⃣府山公园藏在绍兴古城里的绿野仙踪，爬到山顶的飞翼楼可以俯瞰整个城区，还有西小路的经典俯拍机位P2。5️⃣西小路这里毫无商业，只有岁月静好，适合安静的拍人文，阳明故里也在这里，可以逛下。6️⃣书圣故里王羲之和蔡元培的故里，白墙黛瓦间都是飘逸的书法，甚至连咖啡杯也是，拍照很出片。7️⃣东湖西游记的取景地，一定要体验一次这里的乌篷船，划船进入水墨画。8️⃣兰亭这里自带bgm，是王羲之当年设曲水流觞宴的地方，并在此挥毫写下《兰亭集序》。9️⃣安昌古镇充满烟火气的免费古镇，满街都是酱鸭卤味，在这里看一场古镇落日再离开绍兴。·✅【食宿建议】✔️住宿推荐住鲁迅故里附近，景点集中，出行方便。✔️美食推荐黄酒棒冰，臭豆腐，还有安昌古镇的酒酿馒头，松松软软的狂炫！还有安昌古镇的沿河农家菜，下江南氛围感拉满。·#美好生活一步到魏[话题]# #绍兴旅行[话题]# #绍兴拍照[话题]# #江南水乡[话题]# #国庆我要慢慢玩[话题]# #国庆划得来逛吃指南[话题]# #被低估的宝藏小城[话题]# #去班味小城[话题]# #小众旅行地[话题]# #江浙沪周边游[话题]# #红薯旅行家[话题]# @摄影薯 @生活薯
2023我去过最美的18座江南古镇古村❗️,https://www.xiaohongshu.com/explore/66d2468a000000001d01bde1?xsec_token=ABXCjtKl3N6hjN_M463mBm6n07gR1Q3jhmX1qnp_vEIAI=&xsec_source=pc_feed,66b0696c000000001b039435,今天开心了吗,https://sns-avatar-qc.xhscdn.com/avatar/645b6985573b2ad2b5243b1d.jpg,未知,2024.08.31,351,10,692,106,✨回首看 江南水乡风犹在望过往 人间皆是烟火情是岁月柔情里的点点微光啊把古镇古村里的历史文化从过去“贩卖”到如今让我为之动容这十八处风景一眼万年 全是好光景-🌟【2023年我去过最美的古镇古村】1️⃣南浔古镇南浔 南巡  简单不单调的水乡古镇-2️⃣书圣故里江南烟雨 纯朴风情满满的小桥流水人家-3️⃣溪上村许光汉同款秋千地 万安桥是绝佳机位-4️⃣安昌古镇特色乌篷船一定要坐 民土风情很浓厚-5️⃣西塘古镇夕阳西下里的西塘 美不胜收-6️⃣乌镇超有名气的古镇之一 乌镇戏剧节你肯定听过-7️⃣同里古镇古韵风很正的民风古镇_8️⃣廿八都古镇江湖感满满的古镇 在古镇的亭子上 能看到全景-9️⃣丽水松阳村子超级有年代感 非常宝藏 四季都非常适合去-1️⃣0️⃣渔港古城充满文化创意的古渔小镇 玩的小景点很多-1️⃣1️⃣葛仙村仙侠世界里的世外桃源 白天夜晚都好看-1️⃣2️⃣婺女洲亭台楼阁的风姿卓越 不能错过的灯光秀与打铁花-1️⃣3️⃣景德镇拥有瓷都之乡的美誉 艺术内涵浓厚-1️⃣4️⃣阳产土楼金黄色包围的古老村落与晒秋人家 暖阳下的土楼显得格外有生机-1️⃣5️⃣西津渡镇江市三山一渡中的一渡 可以“一眼看万年”-1️⃣6️⃣瑶里古镇惬意斑斓的悠悠古镇 超级有诗情画意-1️⃣7️⃣徽州古城中国四大古城之一 徽派建筑风格独特别致-1️⃣8️⃣篁岭年代久远的古老文明 婺源里绝不能错过的景点-🌟古镇古村的淳朴民风是古往今来一直在延续的经典待腻了车水马龙的城市 这些古村镇适合小住几天#小红书旅人线上团建[话题]# #2023旅行小红榜[话题]# #旅行就是和世界约会[话题]# #这世界是用来玩的[话题]# #小红书旅行月历 [话题]##12月旅行 [话题]##低头找秋天  [话题]##我的私藏旅行路线 [话题]##冬日徒步计划 [话题]##小红书影像发现计划[话题]# #人生照片[话题]#
比起乌镇，更爱这座惊动央视5次的冷门古镇,https://www.xiaohongshu.com/explore/66f65a2a000000001902d683?xsec_token=ABfaAAFd5uhHobGSnVT26HpQaZ_HYwv8goyftvGjcEly0=&xsec_source=pc_feed,61bb2356000000002102878d,花筑奢,https://sns-avatar-qc.xhscdn.com/avatar/64926055e3e6630001eff6fc.jpg,未知,2024.09.27,72,0,86,38,·绍兴，你的嘴可真严啊❗️这座惊动了央视5次的冷门古镇，为何一直不声张呢？·📍安昌古镇被称作是中国十大古镇里最冷门的那一个，传承了典型的江南水乡💦特色，枕水人家、粉墙黛瓦、石板弄堂、黑毡帽乌篷船🚣‍♂️……古镇既有传统特色的店铺作坊、错落有致的翻轩骑楼，也有粉墙黛瓦的台门民居、曲折幽深的石板弄堂，每一样串联在一起，构成了一幅绝美江南水墨画👩‍🎨‍。·国庆假期将至🎈，安昌古镇飞花词会、祭月大典、“酱香味・师爷情”等精彩纷呈的活动强势来袭，散发独特魅力，若是来安昌，千万别错过了~·📍景点：绍兴柯桥区安昌古镇💰门票：免费🚄高铁：到绍兴北站，打车20分钟🚇地铁：绍兴1号线越州大道站，打车15分钟.✅游玩tips：建议下午两三点到，悠哉悠哉逛完，在古镇吃个地道的绍兴菜夜幕降临，古镇亮灯以后非常好看，节假日还有表演节目.关🐷@花筑奢，带你解锁更多好玩有趣的目的地·#十一假期[话题]#  #十一去哪玩[话题]#  #江浙沪周边游[话题]#  #绍兴[话题]#  #绍兴旅行[话题]#  #安昌古镇[话题]#  #安昌古镇的烟火气[话题]#  #人间烟火[话题]#  #烟火气[话题]#  #古镇[话题]#  #最美古镇攻略[话题]#  #杭州周末去哪儿[话题]#
烟雨中的绍兴，才是真江南～,https://www.xiaohongshu.com/explore/67593fee00000000020159c2?xsec_token=ABa84ud_icEIqjwNqofIIMQ8mG9l8lzeUfse9ncE6HvI0=&xsec_source=pc_feed,63981c410000000026006dcf,遇见绍兴,https://sns-avatar-qc.xhscdn.com/avatar/63981e0e829439030c837f88.jpg,未知,2024.12.11,11,4,28,6,烟雨入江南，山水如墨染✨。📸跟着“遇见绍兴”短视频大赛二等奖《烟雨绍兴》🎬，遇见绍兴之美。💧雨落在书圣故里📜，如同翻开一幅流动的历史长卷📖，一草一木都浸润着翰墨书香📚。💧雨落在沈园🌸，似一场哀怨😢，带着无尽的惋惜😢，叹息一场刻骨铭心的爱情故事💔。💧雨落在兰亭🏞️，敲打着屋檐🏠，似在诉说古老的故事📜，应是诗画中的🖌️，天青色等烟雨🌈。💧雨落在安昌古镇🏘️，是另一种带有烟火气息的美感🔥，烟雨映衬着黑瓦🏠，美如画卷🖼️。烟雨江南，四季如诗。🏞️，冬日的绍兴亦是烟雨绵绵，将古镇、古巷，园林渐次晕染，氤氲出如诗如画的意境。绍兴，不愧是“真江南”🌸～	﻿#绍兴旅行[话题]#﻿  ﻿#烟雨绍兴[话题]#﻿ ﻿#江南水乡[话题]#﻿ ﻿#烟雨江南[话题]#﻿ ﻿#雨天氛围感[话题]#﻿ ﻿#遇见绍兴[话题]#﻿#用一场旅行跨进2025[话题]#
