笔记标题,笔记链接,用户ID,用户名,头像链接,IP属地,笔记发布时间,笔记收藏数量,笔记评论数量,笔记点赞数量,笔记转发数量,笔记内容
两天一夜｜玩遍乌镇一个周末就够了,https://www.xiaohongshu.com/explore/6777b6f1000000000b00fa61?xsec_token=ABANJpXGXvgpIWNobnSa9bqfRqxRvMTXt5S3Gy24r68O0=&xsec_source=pc_feed,5c301b1c0000000006025cbd,花花,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31esob4qim6005n1g3ce1kn5tldvcd4o,未知,2025.01.03,226,102,407,123,知道夏天的乌镇很美没想到冬天的乌镇也别有一番趣味花一个周末来这里太值了！-day1:到了基本就中午了下午时间段可以去东栅的木心故居纪念馆和茅盾纪念馆逛一逛，然后直接去西栅，乌镇的夜景真的很美，到了年底乌镇也是搞了许多有趣的活动。🏮灵水居的年货夜酒市集一个个年货摆在摇橹船上，像是赶集一般有趣又热闹，岸上也有很多小摊，很有意思🏮灵水街泥炉暖锅&容易钟情热酒馆煮一壶酒，吃一锅温暖人心的泥炉暖锅，是乌镇有名的湖羊肉，肉质鲜嫩，膻味不重，冒着热腾腾的食物下肚之后，就连寒冷的天气也有了些许温暖🏮冬夜围炉诗会吃饱之后和好友看演员演绎木心先生的诗，再淋一场雪，古镇的夜如此浪漫-day2：1、记得早起逛个早上朦胧的古镇，还可以在古镇体验早茶客2、下午可以去趟乌村，有知青咖啡馆可以坐坐拍拍照，小朋友可以做小火车玩耍-交通：动车坐到桐乡站到桐乡站可以选择公交 281 路或者打车到乌镇-住宿：堤上🏨是个不错的选择不止又接驳车可以接住在里面还可以俯瞰整个乌镇风景-#乌镇[话题]##乌镇旅游攻略[话题]##不为打卡的旅行[话题]##富士胶片模拟[话题]# #永远被江南古镇美景折服[话题]##找个古镇来场与世隔绝[话题]# #古镇[话题]##江南烟雨美如画[话题]# #最美古镇攻略[话题]##我本无意入江南[话题]# #古镇慢生活[话题]##留下你去过的古镇[话题]# #江南烟雨[话题]##拍出氛围感[话题]# #乌镇[话题]# #乌镇旅游[话题]# #乌镇旅行[话题]##乌镇西栅[话题]# #乌镇攻略[话题]# #富士胶片模拟[话题]##江浙沪周边[话题]# #江浙沪周边旅游[话题]##周末旅游[话题]# #富士滤镜[话题]# #江浙沪周边游[话题]##江浙沪遛娃[话题]# #江浙沪亲子两日游[话题]##江浙沪亲子[话题]# #fujifilm[话题]# #乌镇暖锅夜酒[话题]#
困在江南乌镇里，被秋雨🍂沾了一身诗意～,https://www.xiaohongshu.com/explore/67284650000000001901b335?xsec_token=ABn7otZhtSKdzGi481hQS7IgJTyH5ZUjFvsHZW1_RkrUs=&xsec_source=pc_feed,613ccd1d0000000002021a47,田田的侘寂生活,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30qsdto1ah2005o9spkegk6i7u3o12o8,未知,2024.11.04,337,113,967,151,谁会喜欢这样的氛围？像都市牛马的精神保护区[皱眉R]雨后的乌镇比晴天多一丝氛围，寂静的小巷，清晨的早茶，慢悠悠的摇橹船和巷尾偶遇的小猫，都能让我们记很久很久乌镇先行版预告片，喜欢的话蹲蹲后续vlog和乌镇详细游玩攻略～#时尚模范生[话题]# #穿搭抄作业[话题]# #吃下这一口烟火气[话题]# #吃遍一座城的烟火气[话题]# #给生活诗人整一顿回归宴[话题]# #在20度的海边过冬天[话题]# #拍出电影感[话题]# #灵感收藏夹[话题]# #创意放大镜[话题]# #生活影像诗[话题]# #低头拍了拍秋天[话题]# #开板需要passion[话题]# #我在小红书炫火锅学[话题]# #火锅地理学[话题]# #逛逛雪山下的城市[话题]##不为打卡的旅行[话题]# #已经开始期待冬天[话题]# #交换一场世纪晚霞[话题]# #不辜负每个周末[话题]##出门捡秋去[话题]# #户外[话题]# #冬日旅行收藏夹[话题]# #藏在小城里的冬天[话题]# #已经开始期待冬天[话题]# #旅行记忆放映计划[话题]# #我的旅行vlog日记[话题]# #留下我的赏秋机位[话题]# #秋游记[话题]# #留下我的赏秋机位[话题]# #我的一键入秋vlog[话题]# #乌镇[话题]# #旅行攻略编辑部[话题]# #好好生活大赛[话题]# #年度旷野时分[话题]# #镜头里的浮光跃金[话题]# #低头捡个秋[话题]# #在金灿灿的日子里[话题]##徒步[话题]# #索尼直出[话题]# #稻草人旅行[话题]# #地球人信息差[话题]# #小红书影像大赛[话题]# #镜头里的城市c机位[话题]# #在路上也在街上[话题]#@潮流薯 @潮流薯@吃货薯@吃货薯@薯管家  @生活薯  @汽车薯  @摄影薯  @艺术薯  @人文薯  @热点薯  @户外薯  @走走薯  @VLOG薯   @小美薯    #在公园躺平过秋天[话题]#
比起西湖，我更爱乌镇的春日限定春和景明,https://www.xiaohongshu.com/explore/67d2adf1000000001b03f5a1?xsec_token=ABJCX7w-GRyABB_TEpPplQsmgdGFw-YnHq5ol8X0EW04c=&xsec_source=pc_feed,6294961b0000000021024184,HXL,https://sns-avatar-qc.xhscdn.com/avatar/63ea380ac5cf50eb0ba87440.jpg,未知,2025.03.13,1957,331,7262,930,🍃 乌镇，一个充满诗情画意的江南水乡，无论第一次来，还是已经来了第N次！总能被这里的春日风景所吸引！石板桥、摇橹船、西市河……无不诉说着江南水乡的悠久历史！这次来，正逢乌镇好好生活节，分享下我的2天一晚踏春保姆级攻略吧！🌼 Day1️⃣西栅景区水上集市➡️➡️桥里桥茶楼➡️春花田梗➡️龙形田➡️灵水居➡️昭明书院Day2️⃣乌村➡️染坊➡️摇橹船➡️西栅大街1️⃣水上集市：7:30-9:30可以体验下乌镇的早茶客文化在这吃个早餐，记得提前预约哦还可以在菜摊的老爷爷👴和老奶奶那买到新鲜的水果🍉！2️⃣草木本色染坊：感受民间非遗技术传承带来的美，欣赏随风飘动的染布。3️⃣龙形田3月怎么能不来乌镇看金灿灿的油菜花呢！在听风阁享用下午茶，向窗户望去，是一片“黄色的花海”还能在附近逛逛龙形田旁边的市集在花伴旅咖屋点上一杯咖啡再来拍上几张美美的照片！4️⃣昭明书院现在正是拍梅花的好时节！院里有2棵颇大的红梅可以用窗户做前景透过窗景观梅！5️⃣乌村网红树屋稻草人，钓鱼🎣射箭还有小猪快跑等活动也太适合带小朋友一起来玩啦！关于吃喝⬇️午餐品尝乌镇的特色美食，在后街酒家品尝野火饭🍚！坐在河边，欣赏着美景，品尝着美食，别有一番风味。晚餐➡️满春夜集，暖锅夜酒！在灵水居的容易钟情热酒馆喝春季限定饮品很暖胃！大伙围着锅灶一起吃饭🍚很有氛围感！关于住宿：这次住在锦堂酒店，在锦堂酒店里感受春天的气息，🍃古色古香，有韵味，江南园林一般的感觉，还可以参加酒店里的颂钵疗愈，放松身心！酒店还有专属调香室哦！zui重要的是位于西栅大街中段，去哪都方便！一些小tips⬇️1️⃣春天是乌镇zui美的季节，此时的油菜花田尤为壮观。2️⃣提前了解好好生活节，好好生活节有很多有趣的活动	3️⃣灵水居不仅有春意读书会，还有情景戏剧表演呢还可以去逛逛灵水居独创集市#要春游更要村游[话题]# #做一次精神村民[话题]# #春天就要上春山[话题]# #生活美学[话题]##花枝春满趣乌镇[话题]# #花开乌镇下江南[话题]# #我在乌镇凹春天[话题]##乌镇[话题]# #乌镇旅游攻略[话题]##乌镇住宿[话题]##乌镇春景[话题]# #要春游更要村游[话题]# #江南春色处处好[话题]# #春天是个巨大的形容词[话题]#
旗袍不会扭的不会摆动作的抓紧收藏起来啦！,https://www.xiaohongshu.com/explore/66ebc6a90000000025032c27?xsec_token=AB8JY2jwki65RI3llOfAW4qWdDI4J-S3DQZpA___qlzuk=&xsec_source=pc_feed,5e9ba34f0000000001003294,乌镇摄影师3水,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30n6u51k95c005nkrkd7g8ckk3kjg138,未知,2024.09.19,485,14,465,158,#国风旗袍[话题]# #乌镇[话题]# #江南烟雨[话题]# #国风[话题]# #乌镇摄影师3水[话题]# #拍出氛围感[话题]# #旗袍写真[话题]# #乌镇约拍[话题]# #拍照姿势[话题]# #乌镇时荷汉服摄影[话题]#
绝不能错过雨中乌篷船上的乌镇🌧️,https://www.xiaohongshu.com/explore/676d0e1d000000000800d908?xsec_token=ABNo5MGzaIdS2u54MvaVnQEXOdfoYIQ7VIK2jxpUuUgs4=&xsec_source=pc_feed,661548880000000007004f7a,文森特的摄影日志,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31crc107ogk005pgl9241ojrq2lr35uo,未知,2024.12.26,24,17,88,12,这是一组今年夏天梅雨季节拍摄的乌镇，本以为雨天不太好逛，谁知道却收获了另一番景象，当乌篷船开始摇曳，我就知道江南古镇与下雨天是绝配！因为景区足够大，即使在周末也不会感觉拥挤，强烈建议坐下乌篷船，在淅沥沥的小雨下穿梭过各个石板桥，格外有氛围感。也非常喜欢这个古镇的建筑设计，有别于其它喇叭大叫着臭豆腐、肉粽……千篇一律的所谓古镇，这里很多细节确实让人有那种江南小桥流水的古味了。整个景区管理的也很好，期待春夏再去一次👍。更是古风人像的绝佳取景地📷。#把生活拍成电影[话题]# #江南烟雨美如画[话题]# #人文[话题]# #江南烟雨[话题]# #古镇摄影[话题]# #乌镇[话题]# #摄影日常[话题]# #乌镇西栅[话题]# #永远被江南古镇美景折服[话题]# #乌镇旅行[话题]#
徕卡｜青烟染白云,https://www.xiaohongshu.com/explore/67a948d2000000002a00cab1?xsec_token=ABFAxztdz7VjxukotJ4DqdWM_-ZGg0O7e3w92oJYWsuQg=&xsec_source=pc_feed,5aad2e25e8ac2b07c2653f07,Keanu的发现,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30vbgei2v5k004a3m7bn2afo7u4hrseo,未知,2025.02.10,20,37,312,20,"#记录吧就现在[话题]#“草木本色”染坊是乌镇必去景点之一，晒布场地由青砖铺就，晒布架阶梯式竖立，游走在一排排印花的布匹中，思绪随风飘荡，让你一下子进入温婉的世界，瞬间梦回江南。	[拍立得R]建议：[电影R]讲故事：35mm焦段，找到一个主体，尽量与环境形成互动，营造故事感[星R]要创意：15mm广角，用来记录宏大场景，或者冲击力，比如高耸的布条就是画面中的“线”[清单R]友情提示：如果自己是模特的话，那就穿个亮色的衣服，让自己更加“显眼”吧	📷徕卡，老蛙15mm F5, 徕卡11673	#用摄影记录美[话题]# #我的摄影日记[话题]# #摄影镜头里的风光[话题]# #挑战一下人文摄影[话题]# #扫街人文调色[话题]# #摄影记录生活[话题]# #摄影笔记[话题]# #扫街遇见人间[话题]# #徕卡[话题]#"
“你眉目如当年 流转我心间”,https://www.xiaohongshu.com/explore/664ad4e5000000001303e8a3?xsec_token=ABrp8dl_hnKzdEJteUcIuTCCDOLflOsP_9SBxfnB6qxyg=&xsec_source=pc_feed,554f49824fac635bf862fb78,seiei酱,https://sns-avatar-qc.xhscdn.com/avatar/620500f9526b34a7c812e4a8.jpg,未知,2024.05.20,2403,111,7781,1203,总要穿着旗袍去一次江南吧#乌镇[话题]# #江南[话题]#
✨ 江南古镇全攻略 | 特色古镇+避坑指南！ ✨,https://www.xiaohongshu.com/explore/67beae64000000002902f4d6?xsec_token=ABEvcGC3JS0Lo4LWIUzHVhfFdOc74dYtURukeA-N6gJaw=&xsec_source=pc_feed,5ce36408000000001001cbea,囧尼爱旅行,https://sns-avatar-qc.xhscdn.com/avatar/641871779e2ef0a4db21ee6a.jpg,未知,2025.02.26,466,17,586,476,#带上兴趣出门[话题]#	📍【乌镇】——文艺青年的朝圣地（P2-4）🔻特色：东栅原生态，西栅现代文艺范，木心美术馆和乌镇戏剧节超有格调！夜游摇橹船+临水酒吧，浪漫值拉满🍤必吃：乌镇爆鱼、定胜糕、白水鱼🤔Tips：推荐住西栅景区内民宿，清晨独享无人古镇！杭州/上海高铁至桐乡站，打车30分钟即达	📍【周庄】——天下第一水乡（P5-7）🔻特色：小桥流水人家，古桥密布，坐船穿行是灵魂体验！双桥、沈厅、富安桥必打卡，夜景宛如水墨画🍤必吃：万三蹄（稍微有点甜）、三味汤圆、清蒸鳜鱼🤔Tips：早8点前或晚5点后免门票，避开人潮拍大片！上海出发高铁至昆山南站，转公交直达	📍【西塘】——烟火气与夜生活的碰撞（P8-10）🔻特色：烟雨长廊、送子来凤桥，雨天绝美！夜晚酒吧街热闹，白天茶馆听评弹，体验“慢生活”🍤必吃：荷叶粉蒸肉、芡实糕、管老太臭豆腐🤔Tips：下午4点半后免门票，周末人流量大，建议工作日去！杭州出发自驾1.5小时可达	📍【南浔】——中西合璧的富豪小（P11-12）🔻特色：小莲庄、张石铭旧宅，中西建筑混搭超独特！百间楼沿河而建，日落时分拍照绝佳。🍤必吃：双浇面（酥肉+爆鱼）、浔蹄、绣花锦菜。🤔Tips：门票免费，部分景点单独收费。杭州大巴直达2小时，建议搭配湖州行程	📍【绍兴】——人文渊薮的古镇集合体（P13-15）🔻特色：绍兴主打一个文化底蕴，城内的书圣故里、八字桥、仓桥直街、鲁迅故里、新昌古镇可以安排一日游，周边的㹧犭茶湖极具特色🍤必吃：臭豆腐、黄酒棒冰、萝卜丝饼、梁弄大糕🤔Tips：杭州火车/地铁直达，还是推荐开车，周边游览方便	📍【时思寺】——浙南隐士秘境（P16-18）🔻特色：不同于一般的水乡，它位于浙南山中，四周竹林环绕，建于南宋。黑猴朱家大院取景地🍤必吃：竹笋炒肉、土鸡汤、豆腐脑等🤔Tips：位置偏远，只能开车，距离杭州五个小时车程	🌟 旅行建议🌟1. 交通：长三角高铁/自驾超方便，古镇间建议顺路串联2. 住宿：优先选临水民宿，体验推窗见河的江南意境，旺季提前预订。浙南建议住农家乐3. 季节：春赏花、夏夜游、秋品蟹、冬年味，四季皆美！避开节假日人潮4. 避坑：慎买景区产品，同质化，价格高，需价比三家#古镇[话题]# #烟雨落江南[话题]# #江南烟雨美如画[话题]#
👏乌镇吃喝玩乐攻略，👍点赞收藏不迷路,https://www.xiaohongshu.com/explore/67f4919c000000001c005de7?xsec_token=ABUJa1C-dn5Q7aJCW0p_pUUE-kDZVmZMVoF8kmx3CfoDI=&xsec_source=pc_feed,5d380bf60000000011023ac4,吃喝玩乐的仙女,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30skk3vt8k0705n9o1fr4cem4huggo3o,北京,2025.04.08,396,0,301,117,📍地点: 乌镇西栅景区🎫门票: 150， 00:00----23:59如果你想感受下江南的早茶客文化，如果你想体验一下乌镇民宿，你可以冲乌镇，其他情况还是不用去了。下篇笔记给大家推荐一个性价比高的古镇。✅乌镇门票相对于其他古镇价格较贵，乌镇的夜晚比较黑，夜景除了进门的乌镇大剧院和单向尽头的白莲塔比较漂亮，其他的几乎没有亮光，路黑。✨✨✨游玩攻略✅如果你还是想去乌镇，可参照图1 和图2的路线走，草木染坊有很多晾晒的布，拍照很出片，白莲塔可免费登上3楼，俯瞰乌镇全貌，桥里桥茶楼，可点个江南的甜点，上楼欣赏窗外美景和拍照。图4是一些节目表演时间与清单，可以根据时间点去看。✅游船建议在染坊附近码头坐船，拼船60一人。🍽️🥣[色][色]美食攻略書生羊肉面 量超大，羊肉超大块，羊肉非常入味，软糯脱骨，面条量大。羊肉面48，羊肉羊肚面68，羊肉羊肚羊角面78，想吃的可以尝尝羊肉面即可，羊肚加的非常少。滋啦啦油煎铺一乌镇萝卜丝饼 这家超火，萝卜丝饼3，春饼5，其中萝卜丝饼每人限购5个，萝卜丝和春饼现做现炸，没有很惊艳，也不踩雷，关键价格便宜，可冲。舌尖葱包烩 6，大家推荐芝士和梅干菜味，吃过没印象，感觉一般。其他美食，网友推荐但由于一些原因没吃上，吴妈馄饨 桥里桥烧饼铺 通济酱粽店 酱鸭店 该有定胜糕。 如果想吃炒菜，可以去黄磊推荐的默默的家 ，我没找到在哪里。温馨提示: 乌镇到处都是石板路，一定要穿舒适的鞋子，不要带行李箱和婴儿车，会比较累。#旅行推荐官[话题]# #旅行[话题]# #乌镇[话题]# #乌镇旅行[话题]# #乌镇旅游[话题]# #乌镇攻略[话题]# #上有天堂下有苏杭[话题]# #旅行攻略[话题]# #攻略吃喝玩乐[话题]# #最美古镇攻略[话题]# #永远被江南古镇美景折服[话题]# #古镇[话题]# #留下你去过的古镇[话题]#
📷摄影教程｜用手机如何拍出乌镇最美打卡照,https://www.xiaohongshu.com/explore/67297e8f000000001b010f08?xsec_token=ABD2TmrH4Voohr0YNDd7lKEV6b43cWbvIELewqAEziRV4=&xsec_source=pc_feed,5cc3a638000000001702bcf0,非著名摄影师KEVIN,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31fl9bc7n04005n63kos5tf7gts7a600,未知,2024.11.05,296,35,725,45,❗️首先我们要知道手机上不同镜头的作用，这样才能更好的利用他们拍出美美的照片。1️⃣ 1x变焦，相当于相机等效24mm镜头视角，这是一个广角镜头，顾名思义就是可以容纳更多的景物在画面里。也可以产生丰富的透视效果。可以用来拍摄风景及建筑等题材，非常容易产生强烈的透视感。一般来说离被摄物体越近透视感越强。2️⃣2x变焦，相当于相机等效48mm镜头视角，这是一个非常标准焦距的镜头，接近于人眼的视角，无明显透视畸变，视角自然，也很多摄影大师最爱的焦段之一。拍摄题材广泛，可用于扫街，风景，人像等。一般适合初学摄影的朋友。3️⃣3x变焦，相当于相机等效77mm镜头视角。这是一个中长焦段，用于拍摄较远的风景及物体，略有一些空间压缩感。多用于人物，风景照等。#摄影教程[话题]# #手机摄影[话题]# #摄影后期[话题]# #乌镇[话题]# #乌镇西栅[话题]# #江南水乡[话题]# #永远被江南古镇美景折服[话题]# #最美古镇攻略[话题]# #摄影构图技巧[话题]# #网红摄影师[话题]#
春天的乌镇，满足了我对江南水乡的所有想象,https://www.xiaohongshu.com/explore/67eb9e80000000001d01d77d?xsec_token=AB2A15z9z9uG8DNzkmWSTz-OtbLcgeiM87bIS8zm1y3XE=&xsec_source=pc_feed,62ebeec7000000001e01d6d6,大白的旅行,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3123fulvcjs005onbtr3njlmm1gm2gc8,四川,2025.04.01,272,58,964,67,以为西湖已经够美了直到去了春天的乌镇烟花三月下江南柳树翠绿桃花盛开在摇撸船上享受慢时光透绿的流水碧波荡漾在我心中古诗词里的江南就是这样清明五一将至还有好好生活节可以体验快来乌镇踏春吧～	📍乌镇风景区距离杭州市区开车约一小时	✅乌镇西栅2天1晚路线：▪️Day1：抵达入住酒店-昭明书院-龙形田-后街酒家 -定升桥-灵水居-白莲塔▪️Day2：水上集市早茶-草木本色染坊-木心美术馆-乌村-返程	1️⃣龙形田有大片的油菜花海，还有一颗长眼睛的独特的树，在油菜花周围喝杯咖啡和下午茶真的特别惬意，田边还有集市可以逛逛2️⃣定升桥乌镇最经典的三孔桥，在桥上看摇橹船，还有嫩绿的柳树非常春天3️⃣灵水居西栅最大的私家园林，下午有春意读书会和情景戏剧，时光慢慢，在容易钟情热酒馆小酌一杯春日限定鸡尾酒，感受乌镇的春天4️⃣水上集市早上来这里喝一杯早茶，品尝早餐，看摇橹船载着蔬果前行，感受乌镇的热闹的生活气息5️⃣乌村就在乌镇西栅旁的避世小村庄，可以坐小火车，射箭，看各种小动物，还有树屋很值得打卡	吃住推荐：🍛后街酒家的野火饭，用柴火现做，重返田园生活🥘夜晚在灵水居旁的暖锅热酒点个暖锅，边吃边欣赏乌镇夜景🛏️西栅大街上的锦堂行馆，推开窗户就可以看到小桥流水，还可以欣赏油菜花田，入住还可以免乌镇西栅门票！	🎉乌镇「好好生活节」正在火热进行中！①运河堤上春风集有很多有趣的市集可以逛逛，还可以参与互动，观看演出，疗愈。体验感拉满！②民俗狂欢香市节-杂耍游艺开自清明始至立夏止，为烧香市，游人云集，百戏杂陈，三教九流纷纷罗列，人声沸地，锣鼓喧天。每天4场，分别在灵水居11:00、定升桥下14:30、升莲广场17:00、19:00	#要春游更要村游[话题]# #春天就要上春山[话题]# #春景里的中式浪漫[话题]# #交换春天[话题]# #春天当然要拍花[话题]# #乌镇[话题]# #江浙沪旅游[话题]# #杭州旅游[话题]# #乌镇旅游攻略[话题]# #江南春游[话题]# #赏花[话题]# #花枝春满趣乌镇[话题]# #花开乌镇下江南[话题]# #好好生活节[话题]# #清明节旅游[话题]# #清明旅游攻略[话题]#
‼️听劝，乌镇会惩罚每一个不做攻略的人,https://www.xiaohongshu.com/explore/67d29bc3000000000e007792?xsec_token=ABJCX7w-GRyABB_TEpPplQsvaYJWYoA0eACfdlOlv_e1g=&xsec_source=pc_feed,6360fb7f000000001f01a6ff,ppooppoo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31bpbg3kq0k5g5or0vdvnr9nvgr35cb8,重庆,2025.03.13,891,11,830,308,总体一日游路线（看图一）：乌镇西栅景区游客服务中心→乌镇大剧院→木心美术馆→草木本色染坊→昭明书院→三寸金莲馆→乌镇邮局→乌镇评书场→桥里桥茶楼→白莲塔→乌镇水剧场→乌将军庙→女红街→茅盾纪念堂→乌镇水上集市	乌镇景点美食地图看图3，截图来源于图4这个《十六番》地图，去乌镇旅游真的很推荐，基本上国内的各个城市都有旅行地图，不想费脑的小伙伴，可以直接跟着地图打卡，景点+美食+路线都有啦，看图5678，图一路线也是用这个地图做的	⚠️看图5，直接复制我的路线到地图上，懒人冲	#乌镇旅游[话题]# #乌镇旅行[话题]# #乌镇攻略[话题]# #乌镇西栅[话题]# #乌镇一日游[话题]# #乌镇旅游攻略[话题]# #乌镇旅行攻略[话题]#
旗袍拍照不会摆动作的抓紧收藏起来啦！,https://www.xiaohongshu.com/explore/66b1a323000000000d030c8c?xsec_token=ABy_o70cmylUGymlNzVU2u1TW6mRLBhXipPQJDc4Q6FjU=&xsec_source=pc_feed,5e9ba34f0000000001003294,乌镇摄影师3水,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30n6u51k95c005nkrkd7g8ckk3kjg138,未知,2024.08.06,437,6,450,123,#国风旗袍[话题]# #乌镇[话题]# #江南烟雨[话题]# #国风[话题]# #乌镇摄影师3水[话题]# #拍出氛围感[话题]# #旗袍写真[话题]# #乌镇约拍[话题]# #拍照姿势[话题]# #乌镇时荷汉服摄影[话题]#
比起乌镇…我更喜欢浙江周边这6个古镇！！,https://www.xiaohongshu.com/explore/663ca026000000001e036bf8?xsec_token=ABjcuYbsZ_R7n9G-WIsLa13V8-lspDryH2J1BWuulE47w=&xsec_source=pc_feed,65485070000000000301d779,小樱民宿日记,https://sns-avatar-qc.xhscdn.com/avatar/661c9aeae79ca024e495eb55.jpg,未知,2024.05.09,875,47,1044,338,小桥、流水、人家，以前的江南是烟柳繁华之地，现在的江南不止于诗词，更是一种生活。你一句春不晚你，我就到了真江南 🍃六大古镇，谁是你心目中的江南水乡-🛖南浔没有热门景区的喧嚣，小桥流水与大宅院交相辉映，素有“诗书之乡”之称🎫门票：0⏰时间：08:00-17:30📍位置：浙江省湖州市-🛖周庄周庄诠释了“小桥，流水，人家”，漫步在周庄，让人如痴如醉🎫门票：90⏰时间：08:00-21:00📍位置：苏州南昆市-🛖西塘充满古朴宁静的气息，走在烟雨长廊听雨💦，坐在小船里看两岸的灯火，真是一种享受。🎫门票：100⏰时间：全天📍位置：浙江省嘉兴市-🛖乌镇很多人了解乌镇是源于电视剧《似水年华》，片中的乌镇也成了人们的梦中江南水乡🎫门票：190⏰时间：07:00-20:00📍位置：浙江省嘉兴市-🛖同里石桥窄巷、细砖旧瓦、幽深冷清的石板路，镜头里的同里美得像一幅江南水墨画🎫门票：50⏰时间：08:00-17:00📍位置：江苏省苏州市-🛖宏村高高昂起的马头墙，湖水清澈，拱桥如虹，俨然一幅天然山水画🎫门票：104⏰时间：00:00-23:59📍位置：安徽省黄山市#江南水乡[话题]##找个小城慢慢逛[话题]##江南古镇[话题]##江南水乡古镇游玩攻略[话题]##浙江古镇[话题]##旅游指南[话题]##苏州[话题]##苏州旅行[话题]##苏州吃喝玩乐攻略[话题]##江南[话题]##古镇[话题]##江浙沪周边游[话题]##南浔[话题]##南浔古镇[话题]##江南烟雨[话题]##游江南古镇[话题]##最美古镇攻略[话题]# #苏式建筑[话题]# #小众旅游[话题]# #我的小众旅行攻略[话题]# #人文景点分享[话题]# #旅游推荐[话题]# #旅游[话题]# #旅行[话题]# #江南烟雨[话题]# #航拍我的城[话题]#
乌镇对我这个北方孩子有着致命的吸引力啊！,https://www.xiaohongshu.com/explore/67123a700000000024015018?xsec_token=AB7w5rNkHCWn9JdcVkB-ve9mLfI6QPzbivIjA982VNHk4=&xsec_source=pc_feed,6623b1290000000007005002,懒大王不偷懒,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo319chsufgmg005ph3m4khok02br05buo,未知,2024.10.18,945,52,705,923,真的玩不够！如果你最近也要去乌镇玩，那赶快收好这份2天1夜的乌镇深度游路线，肯定能帮到你  #乌镇旅游攻略[话题]#  #乌镇西栅[话题]#  #乌镇美食[话题]#  #江南水乡[话题]#  #你一句春不晚我就到了真江南[话题]#
在乌镇，与时光走散。,https://www.xiaohongshu.com/explore/67f9bbd9000000000900e98e?xsec_token=AB0CxUac5rN9UOWlESx4Ln-8_Om2OJFf9AkRXeyZrlUmQ=&xsec_source=pc_feed,5a06fe3ddb2e603c22f6d6ed,Deailvs,https://sns-avatar-qc.xhscdn.com/avatar/6531f597ea9538d8e0d328ff.jpg,浙江,2025.04.12,19,43,115,37,白墙黛瓦、石桥橹影，四月的乌镇，是水墨洇染的江南，时间仿佛被揉碎在粼粼波光里。乌镇的美，不在被定格的风景里，而在依然呼吸着的生活中。	来乌镇，不必追逐打卡地图，把自己交给曲折的巷弄，让脚步被石缝里的青苔挽留。	📸📝Tips：这是第二次来到乌镇，与上次不同的是，虽这次没有江南的烟雨，却依然沉浸在水墨丹青里。西栅是乌镇代表性的景区，推荐景点：木心美术馆→草木本色染坊→昭明书院→乌镇邮局→月老庙→桥里桥→白莲塔；定升桥、雨读桥，可拍对称构图，拍桥洞与水面的倒影。清晨还能拍到晨雾未散仿若水墨画般的景象，同时还能体验早茶客和水上集市。	在乌镇，做一场不愿醒来的江南梦。	#旅途中的美景[话题]# #乌镇[话题]# #西栅[话题]# #摄影[话题]# #江南春色处处好[话题]# #永远被江南古镇美景折服[话题]# #古镇[话题]# #正是江南好风景[话题]# @摄影薯
本以为南浔已是人间绝色，没想到…,https://www.xiaohongshu.com/explore/66423c17000000001e030565?xsec_token=ABQHLcksR25YCAs0PPC-ExYcqZJgApvZFryDXQLXjIZIc=&xsec_source=pc_feed,61654037000000000201cde6,骰子第七面,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo312gkr77mho6g5ob580rgjjf68kb495o,未知,2024.05.14,13,15,64,14,来到乌镇我才终于理解古人笔下的江南青砖黛瓦、小桥流水、烟雨朦胧目之所及，皆是美好与惬意如果你也想远离城市喧嚣那么不妨来这里走走～感受一下真正的江南水乡#记录我的城市[话题]# #最美古镇攻略[话题]# #江南烟雨[话题]# #小众旅游[话题]# #分享相册里最美的风景[话题]# #乌镇[话题]# #江浙沪周边游[话题]# #古镇[话题]# #南宋[话题]# #旅游[话题]# #旅行[话题]# #大学生[话题]#
乌镇vlog｜这个夏天总要下一趟江南吧,https://www.xiaohongshu.com/explore/665ae86e000000001303eaa2?xsec_token=AB_10BzVplcQstUsRTTZyZWv6YPQYsmDAWRIS7liJVunk=&xsec_source=pc_feed,554f49824fac635bf862fb78,seiei酱,https://sns-avatar-qc.xhscdn.com/avatar/620500f9526b34a7c812e4a8.jpg,未知,2024.06.01,847,82,2706,315,乌镇真的好像楚门的世界在里面住一晚体验感会更好～慢悠悠的感受江南 真的很惬意🌿#vlog[话题]# #乌镇[话题]# #江南[话题]# #旅游vlog[话题]#
