笔记标题,笔记链接,用户ID,用户名,头像链接,IP属地,笔记发布时间,笔记收藏数量,笔记评论数量,笔记点赞数量,笔记转发数量,笔记内容
震泽古镇真的太牛了,https://www.xiaohongshu.com/explore/673f1259000000000702b185?xsec_token=ABAIoFREq57DS5PUKntxoIUrYYHD0YsvXp2NAEP1RwvkY=&xsec_source=pc_feed,6095cd1e0000000001007ef9,景晨是苏州导游,https://sns-avatar-qc.xhscdn.com/avatar/6095cd1e0000000001007ef9.jpg,未知,2024.11.21,46,5,74,46,
大家千万别去黎里古镇…我怕…,https://www.xiaohongshu.com/explore/67a04cc3000000002900ca29?xsec_token=ABwOcQc90x4bKCbMdlZn8YEUTaBCFTUX73bbnTEY_PIes=&xsec_source=pc_feed,5b17e6bf4eacab2e1cc451ad,薄凉之客,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31eh4kgpp0u6g4a60ckjbukddos3jhv0,未知,2025.02.03,7,16,19,14,#黎里古镇[话题]# #留下你去过的古镇[话题]# #烟雨落江南[话题]# #江南烟雨[话题]# #古镇[话题]# #江南烟雨美如画[话题]# #古镇慢生活[话题]# #苏式建筑[话题]# #苏州古镇[话题]#	黎川水绕古城流，里巷深深岁月悠。古桥横卧映波光，镇上人家尽风流。	《黎里古镇》
方寸之间，惊鸿一瞥,https://www.xiaohongshu.com/explore/6710739e00000000240142d7?xsec_token=ABDC5RltX7oJidZLFoCAku5OLSlWHoZZJFo_Z9v2A9_SY=&xsec_source=pc_feed,5fe5f8ce0000000001001fc6,云骍随笔,https://sns-avatar-qc.xhscdn.com/avatar/637bb33e7e3c883bde22fa1c.jpg,未知,2024.10.17,907,69,3471,161,苏州市吴江区震泽古镇宝塔街上的市俭堂里的右侧仅数十平米的一小缕土地，竟也能如此蔚为大观？！	叠石起势为山，低洼处落雨为水。藤蔓缠绕，青苔密布，寥寥数支便可郁郁葱葱。不规则的地块，闪转腾挪间门洞廊桥半亭要素密布。	这弹丸之地竟然有“山”？竟然有“水”？竟然有“林”？还有亭台楼阁廊腰缦回？说实话这屁大点地方还没别处一个洗手间面积大，这手笔，惊了我。	因地制宜，方寸之间早已龙飞凤舞，于细微处做实，于方寸之间见乾坤，此乃中华根。惊鸿一瞥，这一瞥怕是要瞥到真东西了🐻	#园林[话题]# #园林景观[话题]# #园林婚纱照[话题]# #园林设计[话题]# #景观[话题]# #景观设计[话题]# #苏州园林[话题]# #苏州[话题]# #锄经园[话题]# #古典建筑[话题]#
谢谢苏州古镇让我成功戒掉了网购！,https://www.xiaohongshu.com/explore/66fa5bf0000000001a020089?xsec_token=ABu65uBfHrQi-VDPb2JWEQSFcKm0SznCnAqCIBMQRSL3k=&xsec_source=pc_feed,6576acb7000000002002d255,华佳丝绸工厂店,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo314ta0nknha005pbmliro5kil47hfac0,未知,2024.10.01,16,0,16,13,-来震泽古镇玩真的要来逛逛本地人推荐的丝绸工厂店就在盛泽！这边好多纺织厂 买丝绸的店也老多❤️这家工厂店听朋友说国内外奢牌的丝绸供应商江浙沪附近的 都是节假日开着车来买果真买丝绸就得去产地啊👍🏻居然还看到了ffq同款 真能挑到宝！选的眼花缭乱😍大人小孩 ✔️男士女士配饰 都有 ✔️地址：苏州市吴江区北环路1988号 华佳工厂店（进厂直走200米）#丝绸工厂店[话题]#  #苏州丝绸工厂店[话题]#  #真丝连衣裙[话题]#  #真丝衬衫[话题]#  #真丝家居服[话题]#  #源头工厂[话题]#  #好物分享[话题]#
真的不要特地自驾来震泽古镇,https://www.xiaohongshu.com/explore/667660e8000000001e010272?xsec_token=ABU1m9aht-DL9zrvD65Jsg3je8CUhHmtiJGN85RovtMzk=&xsec_source=pc_feed,5b37708e4eacab115b18bffc,穿西服的小女孩,https://sns-avatar-qc.xhscdn.com/avatar/6586c7fccd8c473d611ad62e.jpg,未知,2024.06.22,87,3,77,65,震泽是一个小众但宁静致远的迷你古镇，免费进入，连停车场都免费的。可以在自驾南浔古镇的路上，留一个小时来打卡震泽古镇完全绰绰有余。这两个景点之间大概11公里左右。千万不要特地自驾而来。关于景色：这里没有沸腾的商业气息，也没有接踵而至的游客，但不影响古镇散发的闲散魅力。宝塔街入口进去走到慈云禅寺，上桥后可以眺望到古镇最美的水乡精致。下桥后可以随意找一家茶馆，沿河而坐，不用特地四碗茶伺候，你也能怡然自得的享受着慢时光。关于美食：老严卤菜馆这一整墙的荣誉和拿得出的卤菜，绝对是这个镇子的重磅。黑豆干咸甜度刚好，口干扎实，还有炖的酥烂的牛腱肉片，配上苏式红汤面，望一眼窗外临河的精致，太下面（饭）了。宝塔街入口处的仁昌顺，超多点心，门面外头有刚出炉的麦芽塌饼，油墩子和各种米糕，get了让人无法理解的苏轼绿豆汤，初次尝试，不觉得有啥不适，糯米有嚼劲，绿豆颗粒感十足，冰薄荷风味恰如其分，提神醒脑，没感觉到是在喝风油精，还搭配了五仁月饼里的青红丝，这一杯把清凉解暑的气质拿捏的死死的。还是很推荐尝试的。头脑无比清醒的情况下还配了一快薄荷糕，定胜糕的化身加持淡淡的青绿色，跟古镇绝配#一张图证明你去过水乡[话题]# #苏式绿豆薄荷汤[话题]# #推荐一个好地方[话题]# #周末出游[话题]# #苏式绿豆汤透心凉[话题]#  #小众旅游[话题]# #震泽古镇[话题]# #老严卤菜馆[话题]# #仁昌顺[话题]# #江南水乡古镇游攻略[话题]#
打卡震泽 | 苏州有个“糕粽”古镇🎉地图攻略,https://www.xiaohongshu.com/explore/66625e89000000000600764a?xsec_token=ABPsIGoq1E4y8QD7uMotnwLCPu0P1GkZ28AzDhBMDbt8g=&xsec_source=pc_feed,6495c14b000000000f00696d,笃悠悠,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo313b3lgtag8005p4lo55joqbdf5vr1v8,未知,2024.06.07,162,11,123,204,考运福地“糕粽”古镇🎏除了定胜糕你还能吃点啥🍪🍵#端午旅游[话题]# 小众目的地🈶️不用人挤人🤳逛吃逛吃超自在收藏这份超详细地图攻略跟着本地人不迷路！#本地人去哪玩[话题]##苏州旅游[话题]# #端午[话题]# #小众旅行地[话题]# #旅行攻略[话题]##我的小众旅行攻略[话题]# #最美古镇攻略[话题]# #高考祈福[话题]##震泽古镇[话题]#	@户外薯 @吃货薯 @日常薯 @人文薯 @生活薯
苏州旅游之震泽古镇必吃仁昌顺！,https://www.xiaohongshu.com/explore/6777572c000000000b015eb4?xsec_token=ABANJpXGXvgpIWNobnSa9bqW2uUj26jDw32cgovd-p5So=&xsec_source=pc_feed,600abf7e0000000001004519,公主请吃饭,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3115gqk3e6o005o0antv08h8p50hb20g,未知,2025.01.03,3,7,11,3,1️⃣定胜糕 超好吃的糕点！不会特别甜，造型也很漂亮！2️⃣油墩 香香香！香的不行！里面的肉还带点汤汁！超喜欢3️⃣萝卜丝饼 四块钱一个略贵 但是味道还是很不错的#苏州美食[话题]# #地道特色美食[话题]# #巷子里的美食[话题]# #本地人推荐美食[话题]# #地方风味美食[话题]# #走街串巷找美食[话题]# #苏州古镇[话题]# #苏州古镇美食[话题]#
,https://www.xiaohongshu.com/explore/67302767000000003c01f64c?xsec_token=ABbJEvwJ3O11l2WRyDjBpUNmXLcn9ZHV5Na9-ywoETMgs=&xsec_source=pc_feed,574bff015e87e7609f5ad415,如梦苏州,https://sns-avatar-qc.xhscdn.com/avatar/66038c0618874b056e2532ca.jpg,未知,2024.11.10,17,2,34,3,相比江南六大古镇，我更喜欢人少景美的震泽古镇。#苏州[话题]# #苏州旅游攻略[话题]# #周末去哪玩[话题]# #震泽古镇[话题]# #江南水乡美如画[话题]#
在震泽 能看到庭园的极佳状态,https://www.xiaohongshu.com/explore/6751ea0a000000000203a515?xsec_token=ABkxZOSqu8fF0IuWDuePTnD5cHo9xSbIJRK-akOdp5qWs=&xsec_source=pc_feed,618bc9280000000021026ff1,lllyz.,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3118aiobt6e005ocbp4k8crvhjritm60,未知,2024.12.06,33,7,63,2,在师俭堂里的锄经园，因为地处震泽而远离了游客喧嚣。绿意盎然，藤蔓交错，纸墙斑驳，苔花如米。所呈现出的一方幽静天地，足够我发呆一整天。#苏州[话题]# #园林[话题]# #震泽古镇[话题]# #苏州园林[话题]# #幽静[话题]# #绿色[话题]# #江南园林[话题]# #古典园林[话题]#
周末自驾游，黎里古镇还是震泽古镇？,https://www.xiaohongshu.com/explore/6721c809000000001b02c746?xsec_token=AB64ATEDRsFOa0YFC0J_dT62wASQKxV3us-hNUkQ4HgHU=&xsec_source=pc_feed,645f50cb000000001002740f,施弘之,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo315ecdpnl0m605p2va35k4t0fdsk3ck0,未知,2024.10.30,87,67,81,35,休闲，就想走走看看，喝喝茶，聊聊天。推荐黎里古镇还是震泽古镇?#苏州[话题]# #苏州古镇[话题]# #苏州旅游[话题]# #苏州吴江[话题]# #吴江[话题]# #苏州旅游[话题]#
周末自驾游，黎里古镇还是震泽古镇？,https://www.xiaohongshu.com/explore/6721c809000000001b02c746?xsec_token=AB64ATEDRsFOa0YFC0J_dT62wASQKxV3us-hNUkQ4HgHU=&xsec_source=pc_feed,645f50cb000000001002740f,施弘之,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo315ecdpnl0m605p2va35k4t0fdsk3ck0,未知,2024.10.30,87,67,81,35,休闲，就想走走看看，喝喝茶，聊聊天。推荐黎里古镇还是震泽古镇?#苏州[话题]# #苏州古镇[话题]# #苏州旅游[话题]# #苏州吴江[话题]# #吴江[话题]# #苏州旅游[话题]#
99%的苏州人都没去过的免费景区,https://www.xiaohongshu.com/explore/66e389300000000027002e19?xsec_token=AB7GG5jpa0U7W3kXujClZ6TWQ9z83yaStEyVLJqdLKgsE=&xsec_source=pc_feed,61f5bc82000000001000b781,姑苏莫问君,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo310shu3sn6o6g5oflni141ds1bkpo8n0,未知,2024.09.13,679,93,792,156,震泽古镇，白墙黛瓦，古桥流水。漫步其间，邂逅江南旧梦，感受岁月静好。#震泽古镇[话题]# #永远被江南古镇美景折服[话题]# #人文景点分享[话题]# #人生本来就是一场修行[话题]# #爱上了这里的生活气息[话题]# #古镇[话题]# #值得N刷的宝藏出游地[话题]#
一个人的春天——春风里的震泽古镇,https://www.xiaohongshu.com/explore/6629c2b10000000004019102?xsec_token=AB1T-pOejEHpUBi4W22TgCQifNMK7FvWJAf8yOuBXBlks=&xsec_source=pc_feed,6272809c000000002102907c,燕山童姥,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30vklv0v8ludg5ojig2e8d43sukvehd0,未知,2024.04.25,5,3,37,2,这是个并不出名的江南小镇，远不及十几公里外南浔古镇的热闹。但是在这里，你可以走，可以停，可以想，也可以不想。最重要的是，你可以不被人群和所谓的机位裹挟......#震泽古镇 #江南古镇[话题]#  #传统文化[话题]#  #古代建筑[话题]#  #慈云禅寺[话题]#  #慈云寺塔[话题]#  #震泽古镇禹迹桥[话题]#  #师俭堂[话题]#  #锄经园[话题]#
游客最少的苏州小镇震泽,https://www.xiaohongshu.com/explore/66b359600000000025033d73?xsec_token=AB4RuvyTzXLHeXSpUV_uau_puyUpfaAWE_UDv9bQj63Ew=&xsec_source=pc_feed,5e7c8e7f00000000010016b9,不苦是甜妹儿🐱,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30tsfpj464s005njshpvg85lpo1ce9fo,未知,2024.08.07,4,2,15,2,应该是游客最少的江南小镇了吧，比邻南浔古镇，却鲜有游客，傍晚的夕阳伴着古塔暮钟，炊烟袅袅，吃完晚饭的居民在河边遛弯闲谈，好不悠闲。大学的每个寒暑假都在这里度过，当时并无心思去欣赏它的悠闲与美丽，多年后再次返回，才慢慢感受到它的一点魅力，那是一种飘摇中的安心。路过一家花店，四十多度的高温，两只猫咪被笼养在门外，店主不知所踪，猫咪热得直吐舌头哈大气，真让人生气😡，给吃的还是大米饭，这么热都馊了#震泽古镇[话题]# #江南小镇[话题]# #苏州[话题]#
